Período;Região;Entidade;Localização Geográfica;Nº Consultas Médicas Presenciais (QT);Nº de Consultas Médicas Não Presenciais ou Inespecíficas (Qt);Nº de Consultas Médicas ao Domicílio (Qt)
2016-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Estuário do Tejo;38.9528113,-8.9911154;37360;7339;197
2016-04;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;33901;9848;183
2016-04;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;54312;23745;709
2016-04;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;20311;10071;294
2016-04;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24673;12738;388
2016-04;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;33633;17579;397
2016-04;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;25685;13677;333
2016-04;Região não Especificada;Desconhecido | Nacional;;1;;
2016-05;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;26351;13121;388
2016-05;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;35908;19432;388
2016-05;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;37536;12958;313
2016-05;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5514;3112;8
2016-05;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;25623;9789;168
2016-05;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;45834;13099;327
2016-05;Lisboa e Vale do Tejo;ACES Oeste Sul;39.0917759,-9.2600341;31170;9309;285
2016-05;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21880;9563;305
2016-05;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;27152;14038;349
2016-05;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;35366;18650;464
2016-05;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;34413;17581;451
2016-05;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;34663;12567;291
2016-06;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;12460;5574;43
2016-06;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5277;3029;5
2016-06;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;47854;12341;221
2016-06;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;32356;8074;447
2016-06;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;24297;6212;79
2016-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35079;14739;354
2016-06;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;32231;10233;179
2016-06;Lisboa e Vale do Tejo;ACES Médio Tejo;39.478072,-8.5404429;41916;13285;323
2016-06;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;28426;14268;301
2016-06;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19944;9058;326
2016-06;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;52169;22276;559
2016-06;Região não Especificada;Desconhecido | Nacional;;324;121;
2016-07;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;13175;6028;111
2016-07;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;22400;7466;101
2016-07;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;47132;16765;645
2016-07;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;66349;27571;464
2016-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;28768;12298;215
2016-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;31150;13816;277
2016-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;53610;19069;573
2016-07;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;30519;10015;140
2016-07;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;45998;13019;258
2016-07;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;29382;12393;440
2016-07;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;14133;6012;163
2016-07;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;31384;17281;362
2016-07;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;17111;9650;206
2016-07;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;29718;15768;349
2016-07;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;22643;12435;291
2016-08;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;14027;7365;91
2016-08;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;18242;14071;102
2016-08;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;39820;16703;144
2016-08;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;48040;18465;571
2016-08;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;8950;5255;38
2016-08;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;31246;9567;207
2016-08;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;21832;5911;97
2016-08;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;43518;13376;262
2016-08;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;13864;6675;172
2016-08;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;16393;11065;238
2016-08;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;21639;13321;284
2016-08;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;27546;12268;326
2016-08;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;24555;14470;255
2016-08;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;29986;19271;308
2016-09;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;12762;6792;9
2016-09;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;25126;6516;85
2016-09;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;19929;11586;280
2016-09;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;36121;17054;431
2016-09;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;33557;19651;358
2016-09;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;34186;18307;428
2016-09;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24689;14189;332
2016-09;Região não Especificada;Desconhecido | Nacional;;228;110;
2016-10;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;26353;8717;141
2016-10;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;61225;37092;438
2016-10;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;50030;20016;762
2016-10;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;13109;6582;10
2016-10;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;11800;5637;21
2016-10;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;37963;11403;255
2016-10;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;48285;13949;209
2016-10;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33738;10406;327
2016-10;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18680;11564;294
2016-10;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;26178;15323;366
2016-10;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;54098;25397;614
2016-10;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;35359;17588;391
2016-10;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;18198;12169;304
2016-10;Região não Especificada;Desconhecido | Nacional;;145;55;
2016-11;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;78232;31206;658
2016-11;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;35623;10147;357
2016-11;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16458;6798;243
2016-11;Região não Especificada;Desconhecido | Nacional;;738;;
2016-12;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;9977;4792;31
2016-12;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;33377;9411;238
2016-12;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;24639;11674;421
2016-12;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;22717;14525;373
2016-12;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;46058;24159;639
2016-12;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;16780;10050;221
2016-12;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;30286;17291;448
2016-12;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;27100;12502;505
2016-12;Região não Especificada;Desconhecido | Nacional;;276;99;
2017-01;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;28334;14631;403
2017-01;Algarve;ACES Algarve III - Algarve Sotavento;37.383008,-7.7293275;11927;4782;114
2017-01;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;61954;22112;630
2017-01;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;22532;10495;392
2017-01;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;21328;13489;404
2017-01;Região não Especificada;Desconhecido | Nacional;;167;63;
2017-02;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;24172;11241;275
2017-02;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;24519;11751;296
2017-02;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;22044;7218;100
2017-02;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;48562;16881;727
2017-02;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;43363;15273;209
2017-02;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4695;2784;6
2017-02;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;31709;11206;257
2017-02;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;26665;8506;164
2017-02;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;17610;10998;348
2017-02;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26427;11685;365
2017-02;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;31115;12039;288
2017-02;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;29312;14985;391
2017-02;Região não Especificada;Desconhecido | Nacional;;3;;
2017-03;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;40959;20254;452
2017-03;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;18931;7136;121
2017-03;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;29963;14529;413
2017-03;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;29087;14479;342
2017-03;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;13788;5695;49
2017-03;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;5855;3532;18
2017-03;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;53617;19090;271
2017-03;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;16425;7003;30
2017-03;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;55848;13685;304
2017-03;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;18623;6979;180
2017-03;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;23557;10604;335
2017-03;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;26137;9751;312
2017-03;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;37770;14019;387
2017-03;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;17845;6648;206
2017-03;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;60980;27326;865
2017-04;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;31282;16590;254
2017-04;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;22757;11901;323
2017-04;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;40178;14766;222
2017-04;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;12171;5249;13
2017-04;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;23352;7780;118
2017-04;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;27265;11661;227
2017-04;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;13600;5404;129
2017-04;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;25122;13715;356
2017-04;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;23739;11789;281
2017-04;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;21800;12249;265
2017-05;Alentejo;Área dos CSP da ULS Alto Alentejo;39.2967086,-7.4284755;26100;14414;302
2017-05;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36820;12491;243
2017-05;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;74869;33326;601
2017-05;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;4978;3487;9
2017-05;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;53208;15895;248
2017-05;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33809;10030;306
2017-05;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;26358;15243;333
2017-05;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;25130;16084;335
2017-05;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;32041;18224;368
2017-05;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;21521;10473;302
2017-06;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;36783;11319;238
2017-06;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;21733;14640;199
2017-06;Centro;ACES Baixo Mondego;40.2150023,-8.4071805;60088;36893;461
2017-06;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30930;9604;302
2017-06;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;35296;10216;231
2017-06;Norte;ACES Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;34542;15660;332
2017-06;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19828;9542;314
2017-06;Norte;ACES Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;26588;12764;401
2017-06;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;31794;12520;334
2017-07;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;35249;10863;242
2017-07;Centro;Área dos CSP da ULS Guarda;40.5353285,-7.2724426;22741;9038;113
2017-07;Centro;Área dos CSP da ULS Cova da Beira;40.2677741,-7.4995083;11912;6391;9
2017-07;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;10056;4763;37
2017-07;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;31140;9565;295
2017-07;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;47488;14243;307
2017-07;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;48100;12448;228
2017-07;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;30445;13032;256
2017-07;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;25048;14411;282
2017-07;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;29453;13539;367
2017-07;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;21374;8933;193
2017-07;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;23062;12963;318
2017-07;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;19737;9689;233
2017-07;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;29495;16322;319
2017-07;Região não Especificada;Desconhecido | Nacional;;1030;99;
2017-08;Centro;ACES Beira Interior Sul;39.8211367,-7.5036651;9464;5079;25
2017-08;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;44008;11638;194
2017-08;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;28801;10432;174
2017-08;Norte;ACES Cávado I - Braga;41.5518714,-8.4126362;28032;13015;361
2017-09;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;33047;18875;230
2017-09;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;20119;15619;155
2017-09;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;43656;16718;226
2017-09;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;30606;9567;275
2017-09;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;54207;20394;344
2017-09;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;24821;14558;254
2017-09;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;28729;16038;354
2017-09;Norte;ACES Grande Porto III - Maia / Valongo;41.2333945,-8.6187474;36547;21731;391
2017-09;Norte;ACES Grande Porto VII - Gaia;41.1278433,-8.580396;24090;13529;288
2017-09;Norte;Área dos CSP da ULS Barcelos / Esposende;41.5317419,-8.6178922;29647;13517;231
2017-09;Norte;Área dos CSP da ULS Alto Minho;41.7056054,-8.8252713;49339;25425;631
2017-10;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;26091;12580;277
2017-10;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;26727;12516;173
2017-10;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;34955;9119;270
2017-10;Lisboa e Vale do Tejo;Área dos CSP da ULS Lezíria;39.2371689,-8.6908895;35291;16300;181
2017-10;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;18924;13211;242
2017-10;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;20385;13696;362
2017-10;Norte;ACES Tâmega III - Vale do Sousa Norte;41.2793583,-8.2787457;30013;18335;280
2017-10;Norte;Área dos CSP da ULS Nordeste;41.8069684,-6.7587977;25016;10090;314
2017-10;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;33957;18590;389
2017-10;Norte;ACES Douro II - Douro Sul;41.0953745,-7.8123805;16339;6565;178
2017-11;Alentejo;Área dos CSP da ULS Alentejo Central;38.8442031,-7.5826619;36133;19625;301
2017-11;Algarve;ACES Algarve I - Algarve Central;37.0274264,-7.9395984;38845;13181;177
2017-11;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;76311;31637;595
2017-11;Centro;Área dos CSP da ULS Viseu Dão-Lafões;40.6565861,-7.9124712;54083;21428;604
2017-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;34651;11457;204
2017-11;Lisboa e Vale do Tejo;Área dos CSP da ULS Arrábida;38.5324373,-8.8627453;33889;14619;256
2017-11;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;34137;10830;280
2017-11;Norte;Área dos CSP da ULS Póvoa Varzim / Vila Conde;41.355519,-8.746653;26759;15960;350
2017-11;Norte;ACES Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;34031;14267;371
2017-11;Norte;ACES Douro I - Marão e Douro Norte;41.2968711,-7.7483727;19827;11826;292
2017-11;Norte;ACES Grande Porto I - Santo Tirso / Trofa;41.3469246,-8.4822648;20247;12898;289
2017-11;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;34301;19368;457
2017-11;Norte;ACES Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;23324;9476;270
2017-11;Região não Especificada;Desconhecido | Nacional;;1;21;
2017-12;Algarve;ACES Algarve II - Algarve Barlavento;37.1387554,-8.5445093;19943;6614;96
2017-12;Centro;ACES Pinhal Interior Norte;40.1151262,-8.2473136;17094;12243;149
2017-12;Centro;ACES Pinhal Interior Sul;39.7510898,-7.9203657;3608;2919;10
2017-12;Centro;Área dos CSP da ULS Região de Aveiro;40.6405055,-8.6537539;56536;26335;386
2017-12;Centro;ACES Pinhal Litoral;39.7495331,-8.807683;34384;14652;199
2017-12;Lisboa e Vale do Tejo;ACES Cascais;38.69904,-9.3818008;20620;9353;123
2017-12;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;25422;11594;180
2017-12;Norte;ACES Grande Porto II - Gondomar;41.1738444,-8.5612238;26085;15491;356
2017-12;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;16322;8338;218
2017-12;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;18098;8370;153
2017-12;Norte;ACES Grande Porto VIII - Espinho / Gaia;41.0022421,-8.642018;26771;15251;322
2018-01;Alentejo;Área dos CSP da ULS Litoral Alentejano;38.3841359,-8.5132031;17278;7270;144
2018-01;Lisboa e Vale do Tejo;ACES Loures / Odivelas;38.8012718,-9.1137868;62540;17168;422
2018-01;Lisboa e Vale do Tejo;ACES Lisboa Norte;38.7396924,-9.168506;39781;9580;357
2018-01;Norte;ACES Ave / Famalicão;41.3835805,-8.4157518;25701;11883;319
2018-01;Norte;ACES Alto Ave - Guimarães, Vizela e Terras de Basto;41.4417064,-8.1722408;65327;25556;628
2018-01;Norte;ACES Entre Douro e Vouga I - Feira e Arouca;40.9263169,-8.5478813;34222;17237;592
2018-01;Norte;ACES Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;23263;11139;360
2018-01;Região não Especificada;Desconhecido | Nacional;;1139;141;
2018-01;Região não Especificada;Desconhecido | Nacional;;1296;;
2018-02;Alentejo;Área dos CSP da ULS Baixo Alentejo;38.0153039,-7.8627308;24828;11476;298
2018-02;Lisboa e Vale do Tejo;ACES Lisboa Central;38.7306317,-9.1510414;37899;9942;289
2018-02;Lisboa e Vale do Tejo;ACES Amadora;38.7573081,-9.23429;23581;5974;114
2018-02;Lisboa e Vale do Tejo;ACES Oeste Norte;39.410844,-9.1396215;32362;11965;228
2018-02;Lisboa e Vale do Tejo;ACES Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;33539;9192;337
2018-02;Lisboa e Vale do Tejo;ACES Sintra;38.7519209,-9.2753636;50757;11737;337
2018-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Arco Ribeirinho;38.6672076,-9.0543329;32165;9715;191
2018-02;Lisboa e Vale do Tejo;Área dos CSP da ULS Almada / Seixal;38.6678522,-9.1875777;55503;19108;454
2018-02;Norte;ACES Alto Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;14180;5754;173
2018-02;Norte;Área dos CSP da ULS Matosinhos;41.1918541,-8.6590693;30246;15343;374
2018-02;Norte;ACES Cávado II - Gerês / Cabreira;41.6298661,-8.3596897;16817;10872;282
